datetime,open,high,low,close,close_ratio_2,close_ratio_5,close_ratio_60,close_ratio_250,close_ratio_1000,tomorrow,target
2010-09-10,1.26899,1.27444,1.2647,1.26931,0.9984700158504783,0.9937352815913417,0.993757065773939,0.933419182022675,0.9154859235573617,1.2717,1
2010-09-13,1.27189,1.28879,1.2717,1.2717,1.0009405708753607,0.9983749028474528,0.9951075379180808,0.9357009444156114,0.9171969362463313,1.2872,1
2010-09-14,1.28717,1.3018,1.28329,1.2872,1.0060572902419007,1.0104863868517444,1.006452833665399,0.947585255066953,0.9283552174396228,1.29917,1
2010-09-15,1.29911,1.30359,1.29592,1.29917,1.004628108120648,1.0148845885841595,1.01492251259015,0.9568657468680484,0.9369553397626935,1.30151,1
2010-09-16,1.3013,1.3113,1.29789,1.30151,1.0008997646769306,1.0122353936682693,1.01585430817653,0.9590132315251039,0.9386108507484633,1.3076,1
2010-09-17,1.30751,1.3157,1.30259,1.3076,1.0023341292624688,1.0109506771111985,1.0196751715412165,0.9639307663582798,0.9429666700656544,1.30439,0
2010-09-20,1.30421,1.31192,1.3031,1.30439,0.9987710519565541,1.0033969910167433,1.0161591631346303,0.9620228749611729,0.9406175524633571,1.30669,1
2010-09-21,1.30675,1.31489,1.30594,1.30669,1.0008808615592015,1.0021612550925245,1.0167885126737701,0.9641898890852162,0.9422462380475163,1.3257,1
2010-09-22,1.3254,1.34371,1.32521,1.3257,1.0072215743107975,1.012620132632843,1.030208812143673,0.9786372574002753,0.9559100565141353,1.3391,1
2010-09-23,1.33923,1.3412,1.33133,1.3391,1.0050285199639748,1.0170153171271121,1.0394326161861493,0.9889351808266243,0.9655137884540325,1.33191,0
2010-09-24,1.33181,1.3492,1.32885,1.33191,0.9973081343761349,1.0078331787178465,1.0328520053894945,0.9840366355884139,0.9602770491319514,1.34791,1
2010-09-27,1.3482,1.35037,1.34318,1.34791,1.0059705502608385,1.013266559519854,1.0439883015933502,0.9962444987445446,0.9717522252503072,1.34391,0
2010-09-28,1.344,1.35801,1.3384,1.34391,0.998514016538996,1.004637790366493,1.039796142979997,0.9937014040817244,0.9688164603308655,1.35709,1
2010-09-29,1.357,1.36424,1.35678,1.35709,1.0048796741947428,1.009751604185764,1.0487254040164988,1.0038509815251002,0.9782594631225506,1.36281,1
2010-09-30,1.36281,1.36771,1.35652,1.36281,1.002103018493327,1.0104424471686615,1.0518803148876994,1.0084783487621694,0.9823182852810127,1.36221,0
2010-10-01,1.36231,1.37758,1.36208,1.36221,0.9997798181297752,1.0054798322391876,1.050095935604045,1.0084181794062117,0.9818252874547758,1.3777,1
2010-10-04,1.37777,1.37844,1.36694,1.3777,1.0056534703694646,1.0124608302516858,1.0604196214703991,1.0202440048649428,0.9929166707026201,1.36741,0
2010-10-05,1.3675,1.38475,1.3639,1.36741,0.9962515163326788,1.0014398247017087,1.0512139533524978,1.0130020387016991,0.9854371059383912,1.38339,1
2010-10-06,1.3836,1.39282,1.38043,1.38339,1.0058092191362513,1.0092550981101682,1.062010967181111,1.025196661471924,0.9968722887835808,1.392,1
2010-10-07,1.39241,1.40231,1.38997,1.392,1.0031022667084626,1.0112295883452884,1.0672669532135317,1.031920503691073,1.0029903378741558,1.3928,1
2010-10-08,1.39229,1.39751,1.3851,1.3928,1.0002872737719049,1.0073336901335108,1.0665227755984674,1.0328449744483585,1.003483697982964,1.39776,1
2010-10-11,1.39874,1.40062,1.3887,1.39776,1.0017774210194368,1.0079961230918342,1.0689046994763405,1.036795007433272,1.006968938845173,1.38802,0
2010-10-12,1.3881,1.38819,1.37802,1.38802,0.9965036722210656,0.9980054558762838,1.060122515707803,1.0298565658998688,0.9998766164270965,1.39169,1
2010-10-13,1.39169,1.39993,1.39121,1.39169,1.0013202816121107,0.9994513283742228,1.0613732948720132,1.032825120648526,1.002443589957447,1.39673,1
2010-10-14,1.3969,1.41189,1.39671,1.39673,1.0018074752010098,1.0023898378068035,1.063778094273376,1.036834131392175,1.0059912271987392,1.4072,1
2010-10-15,1.407,1.41481,1.39931,1.4072,1.0037340447158094,1.007820780932191,1.0701779535888645,1.0448113903092526,1.013440385824072,1.39643,0
2010-10-18,1.3971,1.39741,1.3838,1.39643,0.9961585515920431,1.0002979912808898,1.0606895751990524,1.0370643469007013,1.005601513612361,1.39359,0
2010-10-19,1.39379,1.3994,1.37735,1.39359,0.9989820861499201,0.9974676622328091,1.057267552719611,1.035199717130539,1.0034738402407923,1.37391,0
2010-10-20,1.374,1.39831,1.37045,1.37391,0.9928888888888888,0.9858909335147377,1.0413535653473849,1.0209235870822087,0.9892396508386019,1.39632,1
2010-10-21,1.39639,1.40511,1.38791,1.39632,1.0080895810095192,1.0020308721268183,1.0571571916145361,1.0378582183636091,1.0052923568320182,1.39169,0
2010-10-22,1.39167,1.3968,1.38669,1.39169,0.9983393172908276,1.0009364292557186,1.0524858985009702,1.0347035383918293,1.0018817038665346,1.39441,1
2010-10-25,1.39375,1.4077,1.39361,1.39441,1.0009762750798605,1.0031842093146395,1.0535228428492511,1.037053945427971,1.0037672097979646,1.39489,1
2010-10-26,1.39359,1.39819,1.38397,1.39489,1.0001720861864984,1.0033418594146064,1.0529258360947034,1.0377322724685936,1.0040406863034748,1.38543,0
2010-10-27,1.38575,1.38769,1.37601,1.38543,0.9965975139552282,0.9948885065362199,1.0449578331359508,1.031041091999351,0.9971761753988432,1.37781,0
2010-10-28,1.3777,1.39396,1.37751,1.37781,0.9972423676553612,0.9920538346224133,1.038401144157315,1.0256996571308508,0.9916455655023277,1.37781,0
2010-10-29,1.3777,1.39412,1.3777,1.37781,1.0,0.9940407050148983,1.0376232990854526,1.0260451532251555,0.9916045857946283,1.39751,1
2010-11-01,1.39377,1.40117,1.38662,1.39751,1.0070982805586384,1.0078027533190546,1.0515493782609868,1.0410283662742894,1.0057227337042363,1.39109,0
2010-11-02,1.39121,1.40479,1.38837,1.39109,0.9976977694900667,1.0037231317599011,1.0458256513683943,1.036544387279313,1.001055019260175,1.40361,1
2010-11-03,1.4031,1.40596,1.39936,1.40361,1.0044799083980394,1.0101067527558967,1.054114083480144,1.0461596079371138,1.0100141295191989,1.41273,1
2010-11-04,1.41321,1.4282,1.41052,1.41273,1.0032382453823045,1.0115856933156708,1.0592618965111533,1.053204774355352,1.016518846796054,1.4228,1
2010-11-05,1.42282,1.423,1.40331,1.4228,1.003551364295211,1.0122742161776048,1.0649517261304633,1.0609132419927891,1.0236976729807856,1.40758,0
2010-11-08,1.4076,1.40811,1.38939,1.40758,0.9946226301768668,1.000012788069016,1.0518474660012278,1.0498419158458154,1.0126894539852118,1.38696,0
2010-11-09,1.38581,1.39719,1.38284,1.38696,0.992621325871163,0.9859419251373391,1.0350752876670617,1.0348012117147949,0.997812411252296,1.3772,0
2010-11-10,1.37703,1.38209,1.3675,1.3772,0.9964690900671451,0.9826936881267598,1.0266524349387347,1.0279352986532704,0.9907638963736933,1.37756,1
2010-11-11,1.3772,1.3819,1.36618,1.37756,1.0001306828907055,0.9879089513919765,1.025749344585266,1.0285717084630135,0.990985482245407,1.3621,0
2010-11-12,1.36166,1.3772,1.35799,1.3621,0.9943569640028326,0.9854009317938479,1.0132153401838953,1.0174445921083233,0.9798402243942738,1.36932,1
2010-11-15,1.36956,1.3747,1.35919,1.36932,1.0026433137342483,0.9961385916771666,1.017345941974807,1.0232491545782352,0.9850003392745378,1.35748,0
2010-11-16,1.35761,1.36532,1.35421,1.35748,0.9956579140384334,0.991779252622135,1.007377027383867,1.0148611351965067,0.9764540269248058,1.34905,0
2010-11-17,1.34938,1.35531,1.34655,1.34905,0.9968853107115015,0.9896911603093532,1.0000605400917493,1.0090353560663292,0.9703628785290969,1.3554,1
2010-11-18,1.35477,1.36679,1.35452,1.3554,1.0023479820296177,0.9975932345602684,1.0036642061729963,1.0142435594336698,0.9748989766869389,1.36573,1
2010-11-19,1.36593,1.3731,1.36097,1.36573,1.0037962170127852,1.004659422272833,1.01012817949419,1.0223406275813405,0.9822972306716964,1.37444,1
2010-11-22,1.37449,1.37864,1.36101,1.37444,1.0031786349022143,1.0103056409050146,1.0153307226855248,1.029198648098858,0.9885222415274769,1.36019,0
2010-11-23,1.36019,1.36136,1.34009,1.36019,0.9947890573861912,0.9994327541841725,1.003647305620304,1.0188622588173057,0.9782439731363974,1.33863,0
2010-11-24,1.33878,1.34189,1.32899,1.33863,0.9920113234672931,0.9850994717700926,0.9868904138270673,1.0031188157941946,0.9627208340654921,1.33579,0
2010-11-25,1.33579,1.33751,1.3289,1.33579,0.998938087510563,0.9858548912289402,0.9841256548822749,1.0014023336042641,0.9606630146192098,1.33397,0
2010-11-26,1.33422,1.33506,1.32045,1.33397,0.9993182907826921,0.9891487790337267,0.9821651534839364,1.0004217164850888,0.9593382666627267,1.3238,0
2010-11-29,1.32428,1.32975,1.3068,1.3238,0.9961734837852786,0.9890352908830641,0.9742661173775526,0.993217430856371,0.9520166766741807,1.31039,0
2010-11-30,1.31015,1.31503,1.29725,1.31039,0.9949092510411168,0.9863562049685514,0.9641183707619161,0.9835807416063234,0.9423758040576907,1.29921,0
2010-12-01,1.29949,1.31346,1.29771,1.29921,0.9957158185162477,0.983778978549664,0.955524660539582,0.9756383360556177,0.9343494669955601,1.31249,1
2010-12-02,1.31256,1.3212,1.30651,1.31249,1.0050848106597234,0.9973540470465937,0.9648269797818506,0.9859728610123001,0.9439063909285453,1.3216,1
2010-12-03,1.3213,1.33767,1.3195,1.3216,1.003458499899396,1.006168262151903,0.970901840668073,0.9931546574760183,0.9504621514335043,1.3416,1
2010-12-06,1.34171,1.34198,1.32505,1.3416,1.007509762691499,1.0186339553763009,0.9847518583374458,1.008448173851895,0.9648286654221075,1.32869,0
2010-12-07,1.32904,1.3398,1.32837,1.32869,0.9951653191226422,1.0060361106610192,0.9747809807577066,0.999034657733278,0.9555309437544595,1.32447,0
2010-12-08,1.32487,1.328,1.3186,1.32447,0.9984094438330143,0.9990194377606977,0.9713845177089474,0.9961886590742712,0.9524783306811,1.32508,1
2010-12-09,1.32454,1.3323,1.3174,1.32508,1.0002302277745279,0.9975848611144572,0.9715519868688318,0.9969876688874147,0.9529025601256002,1.32421,0
2010-12-10,1.32406,1.3282,1.31839,1.32421,0.9996716101295064,0.996538256033594,0.9707170694857958,0.9966801363735948,0.9522601341031314,1.31971,0
